MESSAGE,THEME,USER NAME,SENTIMENT,TYPE POST,TYPE USER,SERVICE,OBJECT NAME
"· FREE Sông Cầu (thị xã) Hãy dành 1 phút liên kết ngay để nhận quà tặng 100.000Đ MIỄN PHÍ Nạp tiền điện thoại, mua thẻ game, mua vé xem phim,... Chỉ 2 bước đơn giản hãy cmt ngay để được hướng dẫn. Yêu cầu: có thẻ ngân hàng sacombank.",3,Trần Nhã Cát Linh,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
· KHÔNG LỪA ĐẢO. Ai muốn kiếm card điện thoại 100 hoặc card 100 nạp game free thì cmt nhé. Chỉ tốn 10p. Yêu cầu : có thẻ ngân hàng sacombank.,3,Trần Nhã Cát Linh,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"Tiền mất,còn gánh thêm nợ,thiệt thồi cho cổ đông... Click for more Posted by 88,423 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Trần Nhanh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Thôi rồi. Sắp tới dân vn sẽ khổ hơn nữa. · Trong hành động mới đây việc các ngân hàng nước ngoài bỏ chạy khỏi VN như Commonwealth Bank of Australia; HSBC; ANZ; Standard Chartered,… thì thật đáng ngại cho VN. Đó là bởi vì xưa nay trên thế giới là chưa từng",2,Trần Nhật Tân,NEGATIVE,POST,Personal,Management,SACOMBANK
"· ĐỂ ĐÂY VÀ XIN NÓI 1 CÂU : ♥♥♥ QUÁ LÀ HÓT HÒN HỌT LUÔN "" >:O>:O>:O ♥♥♥""Samsung Galaxy S8/S8 Plus Giảm Đến 4.000.000đ"" ♥♥♥ 3:)3:)3:) Từ 14.7 đến 21.7 Khách hàng từng mua Samsung S6, S6 Edge, S7, S7 Edge, Note 4, Note 5 tại FPTShop được giảm ngay 2.000.000",3,Trần Nhung,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"· CUỐI TUẦN FPT SHOP – KHỐI 8 – HƯƠNG KHÊ CÓ GÌ!?! - TÁO NGON GIÁ SHOCK: iPhone 7 Plus 128GB Jet Black giảm ngay 2,000,000đ... Giá chỉ còn 21,999,000đ - Từ nay đến 16/07 - ""Samsung Galaxy S8/S8+ Giảm Đến 4.000.000đ"" :- Khách hàng được giảm ngay 2.000.000đ",3,Trần Oanh,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Á ù sacombank... Click for more Posted by 56,263 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Trần Phạm,NEGATIVE,POST,Personal,Management,SACOMBANK
"· TRÚNG CỬ TỈ LỆ 198% LÀ THẾ NÀO? Bạn đi bầu cử, thấy ai đó đạt tỉ lệ 98% là mừng rồi! Coi như đó là tuyệt đối. 100% thì lại càng tuyệt, vì toàn bộ đều bầu cho mình. Great! Great! Great! Nói theo kiểu ông Donald Trump. Nhưng bạn đọc tin ông Minh Him Lam (",2,Tran Phi Tuan,NEUTRAL,POST,Personal,Management,SACOMBANK
"· ÔNG TRẦM BÊ ĐÂU? Sacombank có chừng 63.000 cổ đông và rất nhiều trong số đó là các nhà đầu tư nhỏ lẻ, cán bộ hưu trí, người về hưu... ""chắt chiu từng đồng xu cắc bạc... Có ba nhân vật đình đám của ngân hàng này: ""Người xưa"" Đặng Văn Thành, ""người vắng m",2,Tran Phi Tuan,NEGATIVE,POST,Personal,Management,SACOMBANK
"· CHUYÊN CUNG CẤP HỖ TRỢ “ BẰNG CẤP” BẮC NAM NHẬN CHẠY VAY VỐN NGÂN HÀNG ( chi phí 7% / GIÁ TRỊ MƯỢN) AGRIBANK , SACOMBANK , TECHCOMBANK ... MUA NHÀ, XE HƠI MÀ KHÔNG CÓ SỔ ĐỎ , TÀI SẢN THẾ CHẤP .... 0978.562.608 Thanh Nguyên zalo: 0978.562.608 ••• - LÀM B",3,Trần Phong Vinh,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
· S Kì vậy nhỉ em đăng ký internetbanking rồi mà  # sacombank,2,Trần Phú Đông,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"· Sau 1 ngày nghiên cứu về ứng dụng và được bày cho cách lấy quà 100k trong vòng 1 nốt nhạc thì mình đã thành công. Quà có thể đổi bằng thẻ điện thoại, vé xem phim, hóa đơn điện, nước... Tiện nhất quả đất luôn. Vui quá là vui. Ứng dụng có liên kết với các",3,Tran Phuong,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
Củng bị và coi như cúng cô hồn sớm .... Ko giám thanh toán onl hay book vé hay ks ji từ lần tra soát rườm rà đòi hỏi tum lum thứ mới trả tiền về lại tk . P/s thêm 1 ông bên sân gold him Lam vừa lấy sacombank ! Chắc huỷ lun bên sacom quá Ko sợ dân đen dân ,2,Trần Quang,NEGATIVE,POST,Personal,Management,SACOMBANK
"trầm bê nổi tiếng như cồn giờ đây mất hút hết trầm, chỉ còn bê [trầm bê đã [{bê}] khối tài sản đi đâu] ================================================ DCM (Địt Con Mẹ) về Sacombank,con Bê trốn mất,cổ đông la làng,nhà băng đua nhau bể hụi. Fúc đi ""mời"" ng",2,Trần Quang,NEGATIVE,POST,Personal,Management,SACOMBANK
"trầm bê, thống đốc và các băng nhóm liên quan nữa. Click for more Posted by 49,168 Views Cộng Hòa Thời Báo · Ông Trầm Bê đâu, sao không có mặt? Ý kiến Bà Giáo Già Cổ Đông Viên Sacombank Nguồn Thương Gia Online",2,Trần Quang,NEGATIVE,POST,Personal,Management,SACOMBANK
· ace nào có sacombank đổi e ít vietcombank chấp nhận phí cao ạ,2,Trần Quang Dũng,NEUTRAL,POST,Personal,No service,SACOMBANK
"Đù... Sacombank có biến.... có khi nào cấc cổ đông này muốn thu hồi vốn ko ta? Click for more Posted by 839,351 Views Pavel Thao · ""Ông Trầm Bê đâu?""",2,Trần Quang Dũng,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Ai có thẻ tín dụng (visa) của 1 trong những bank sau, mà đang ở TPHD cho tớ gửi tiền mặt mua hộ ít đồ: Bank: Citibank, HSBC, Sacombank, Techcombank, Vietinbank (tk tối thiểu 20tr nhé)",4,Trần Quang Hưng,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Nghe tên ngân hàng mà ra rút hết tiền gửi ngân hàng Qtế đi nha bà con Yoko Takahashi sacombank vs SGB kìa Click for more Posted by 9,962 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Trần Quang Minh,NEGATIVE,POST,Personal,No service,SACOMBANK
"· Mua nhà đất giá rẻ liên hệ nhé 0908902735 Đất long an giáp bình chánh, gần chợ hưng long, bình chánh. Dt: 70m2- 8000m2. Cổ đông Sacombank bức xúc và đòi đại gia Trầm Bê phải lộ diện chịu trách nhiệm Đại hội cổ đông thường niên 2017 của Sacombank ngày 30",2,Tran Quang Thanh,NEUTRAL,POST,Personal,Management,SACOMBANK
"Sacombank nè mấy chế ơi... Click for more Posted by 2,543,830 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Tran Quoc Anh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Khoản 3 Điều 144 Luật doanh nghiệp số 68/2014/QH13 ngày 26/11/2014 - Điều kiện để nghị quyết được thông qua: ""Trường hợp Điều lệ công ty không quy định khác, việc biểu quyết bầu thành viên Hội đồng quản trị và Ban kiểm soát phải thực hiện theo phương thức",2,Trần Quốc Hải,NEUTRAL,POST,Personal,Management,SACOMBANK
"· Công ty Dai-IChi Life Việt Nam tuyển dụng kênh Bancassurance, dự án độc quyền Ngân Hàng TMCP Sài Gòn Thương Tín Sacombank Chức vụ: Chuyên viên tư vấn tài chính cấp cao Nơi làm việc: TP. HCM Mô tả công việc: - Làm việc tại chi nhánh/phòng giao dịch ngân ",1,Trần Quốc Minh,NEUTRAL,POST,Personal,H.R,SACOMBANK
"Kaka phim càng ngày càng hay hahaha Click for more Posted by 20,803 Views Làng Vũ Đai.chipheo · Đang mổ bò ở Sacombank",2,Trần Quốc Minh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Lo rút tiền đi mđứa ) Click for more Posted by 155,633 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Trần Quốc Thắng,NEGATIVE,POST,Personal,Management,SACOMBANK
· Quyền Tổng giám đốc Sacombank Nguyễn Đức Thạch Diểm.,2,Trần Quốc Việt,NEUTRAL,POST,Personal,H.R,SACOMBANK
· Bạn nào có thẻ Vietcombank hay Sacombank không ? Cho mình mượn gấp 400k với ! Về SG mình gửi trả liền,3,Trần Quỳnh Chi,NEUTRAL,POST,Personal,No service,SACOMBANK
"Viết Khôi gì thế? Click for more Posted by 320,240 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Trần Tài,NEGATIVE,POST,Personal,Account Activity,SACOMBANK
"· ₫300 Thành phố Hồ Chí Minh Bạn nào có thẻ atm các ngân hàng sau đây : vietcombank, sacombank,vpbank, acb Mà đã đăng kí internetbanking thì ib mình chỉ cách kiếm 300k 1 ngày đơn giản nhé",3,Tran Thanh,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"· FREE Sơn La Từ ngày 1/7 - 7/7, Khách hàng đặt trước siêu phẩm Samsung Galaxy S8 Plus màu tím khói sẽ nhận được rất nhiều phần quà đặc quyền vô cùng hấp dẫn. Khuyến mại: -Lò Vi Sóng Samsung - Đặc quyền F.Plus - Ưu đãi Samsung Elite (Xem phim, Cafe thứ 7 ",3,Trần Thành,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"· Từ ngày 1/7 - 7/7, Khách hàng đặt trước siêu phẩm Samsung Galaxy S8 Plus màu tím khói sẽ nhận được rất nhiều phần quà đặc quyền vô cùng hấp dẫn. Khuyến mại: -Lò Vi Sóng Samsung - Đặc quyền F.Plus - Ưu đãi Samsung Elite (Xem phim, Cafe thứ 7 miễn phí cùn",3,Trần Thành,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"· Sắc đỏ nhóm ngành ngân hàng đã kéo thị trường điều chỉnh xuống trong phiên hôm qua với sự giảm mạnh của một số mã có vốn hóa lớn như STB, BID,VCB … Ngoài ra, các nhóm cổ phiếu vai trò dẫn dắt cũng kéo các chỉ số VN30, VN-Index giảm điểm như BVH, FPT, VI",3,Trần Thanh Nhàn,NEUTRAL,POST,Personal,Financial Activity,SACOMBANK
Nghe giang hồ đồn sacombank sắp nhập vô Phương Nam.... Chia sẻ không phải gây hoang mang mà để cảnh giác những người gửi tiền nhiều ở sacom cẩn thận hơn mà thôi. chứ không là gửi vài triệu đồng Trump chỉ được đền 75 triệu hồ tệ thì bỏ mẹ Click for more Po,2,Trần Thanh Sang,NEGATIVE,POST,Personal,Management,SACOMBANK
"· HOT HOT - IPHONE 7/7PLUS MÀU ĐỎ ĐÃ CÓ HÀNG TẠI FPTSHOP 114 ĐƯỜNG 3/2 Trả góp 0% qua thẻ tín dụng: VP Bank, VIB, TPBank, Techcombank, Sacombank, Maritime Bank, HSBC, Citibank, ANZ Tặng Voucher 500,000đ mua Apple Watch/Mac Thu cũ, đổi mới iPhone nhận cả m",3,Trần Thanh Tùng,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Mối liên quan giữa hiến pháp về sở hữu đất đai, đại gia bất động sản và vốn vay ngân hàng. Hậu quả của mối quan hệ này là khoảng cách giàu nghèo cao, bất công xã hội và nền kinh tế kém phát triển!!! · Tôi thì đã nhiều lần nghiên cứu về nền kinh tế Chủ ngh",2,Trần Thanh Tùng,NEUTRAL,POST,Personal,Management,SACOMBANK
"· Mới gọi mắng vốn Sacombank, cái gì mà lần nào chuyển tiền nhanh đến bank nằm trong danh sách của Sacombank chuyển tiền nhanh nhưng k bao giờ tiền đến được. Trong khi Vietcombank, VIB, OCB hay Vietinbank chuyển là đi trong tích tắc có tiền. Phí dịch vụ i",2,Trần Thanh Tùng,NEGATIVE,POST,Personal,Account Activity,SACOMBANK
"· Ae trong nhóm ai có thẻ ngân hàng vietcombak,vpbank,tpbank.ocb,acbank,viettinbank,eximbank,sacombank,bidv mà trong tai khoản phai có ít nhất 10k ib tôi chỉ kiếm thẻ 100k trong 5phut",3,Trần Thảo,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"Vừa đưa vào thi gặp ngay cái tin thế này. Vl thặt chú Click for more Posted by 15,824 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Trần Thảo,NEGATIVE,POST,Personal,Management,SACOMBANK
· sacombank có vỡ nợ không ? nghe tin,2,Trần Thế Phương,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Đã 6 năm, da trắng thành da đen. Tại NH Sacombank Nam Kỳ Khởi Nghĩa nè anh Thái Trương",4,Tran Thi Chau Thanh,NEUTRAL,POST,Personal,No service,SACOMBANK
· [ Trung tâm thẻ tín dụng Sacombank ] Tuyển CTV thẻ tín dụng VỊ TRÍ ỨNG TUYỂN: - CTV kinh doanh thẻ tín dụng - Số lượng: 10 người NỘI DUNG CÔNG VIỆC: - Đào tạo nghiệp vụ thẻ tín dụng Sacombank - Telesales và làm việc trực tiếp với khách hàng - Thời gian ,1,Trần Thị Hoa,NEUTRAL,POST,Personal,H.R,SACOMBANK
· [ Trung tâm thẻ tín dụng Sacombank ] Tuyển CTV thẻ tín dụng VỊ TRÍ ỨNG TUYỂN: - CTV kinh doanh thẻ tín dụng - Số lượng: 10 người NỘI DUNG CÔNG VIỆC: - Đào tạo nghiệp vụ thẻ tín dụng Sacombank - Telesales và làm việc trực tiếp với khách hàng - Thời gian ,1,Trần Thị Hoa,NEUTRAL,POST,Personal,H.R,SACOMBANK
· [ Trung tâm thẻ tín dụng Sacombank ] Tuyển CTV thẻ tín dụng VỊ TRÍ ỨNG TUYỂN: - CTV kinh doanh thẻ tín dụng - Số lượng: 10 người NỘI DUNG CÔNG VIỆC: - Đào tạo nghiệp vụ thẻ tín dụng Sacombank - Telesales và làm việc trực tiếp với khách hàng - Thời gian ,1,Trần Thị Hoa,NEUTRAL,POST,Personal,H.R,SACOMBANK
· [ Trung tâm thẻ tín dụng Sacombank ] Tuyển CTV thẻ tín dụng VỊ TRÍ ỨNG TUYỂN: - CTV kinh doanh thẻ tín dụng - Số lượng: 10 người NỘI DUNG CÔNG VIỆC: - Đào tạo nghiệp vụ thẻ tín dụng Sacombank - Telesales và làm việc trực tiếp với khách hàng - Thời gian ,1,Trần Thị Hoa,NEUTRAL,POST,Personal,H.R,SACOMBANK
· [ Trung tâm thẻ tín dụng Sacombank ] Tuyển CTV thẻ tín dụng VỊ TRÍ ỨNG TUYỂN: - CTV kinh doanh thẻ tín dụng - Số lượng: 5 người NỘI DUNG CÔNG VIỆC: - Đào tạo nghiệp vụ thẻ tín dụng Sacombank - Telesales và làm việc trực tiếp với khách hàng - Thời gian l,1,Trần Thị Hoa,NEUTRAL,POST,Personal,H.R,SACOMBANK
"· ₫9,999 [ Trung tâm thẻ tín dụng Sacombank ] Tuyển CTV thẻ tín dụng VỊ TRÍ ỨNG TUYỂN: - CTV kinh doanh thẻ tín dụng - Số lượng: 10 người NỘI DUNG CÔNG VIỆC: - Đào tạo nghiệp vụ thẻ tín dụng Sacombank - Telesales và làm việc trực tiếp với khách hàng - Thờ",1,Trần Thị Hoa,NEUTRAL,POST,Personal,H.R,SACOMBANK
"Ace den sacombank de dc tu van lam the nhe.... Sacombank · Trong khuôn khổ sự kiện “JCB Vietnam Review 2017” tại Đà Nẵng, Sacombank đã vinh dự nhận 2 giải thưởng từ Tổ chức thẻ quốc tế JCB (thương hiệu thẻ Nhật Bản) trao tặng là: Ngân hàng dẫn đầu về tổng",1,Tran Thi Huynh Mai,NEUTRAL,POST,Personal,Award,SACOMBANK
· Vừa bàn giao xong công trình Sacombank Cần Thơ.,1,Trần Thị Lệ,NEUTRAL,POST,Personal,Branch,SACOMBANK
"OK xin chào công việc như chơi Click for more Posted by 45,481 Views Công An Thành Phố · Ông Trầm Bê đâu, sao không có mặt? Sacombank có chuyện gì chăng ??",2,Tran Thi Luyen,NEUTRAL,POST,Personal,Management,SACOMBANK
· Ai làm sacombank cho e hỏi tý ak!!! Thẻ e làm 3 năm rồi mà e không có xài e quên luôn stk quên luôn mật khẩu? Mà cái số nổi trên thẽ là stk đúng k m.n?? Vs lại lâu lắm r k có xu nào k chuyển gửi gì hết thì còn sử dụng dc k???,2,Trần Thị Mén,NEUTRAL,POST,Personal,Customer Care,SACOMBANK
"Có gửi tiền thì lo rút ra ) Click for more Posted by 108,251 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Trần Thị Mỹ Hoa,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sacombank sắp tiu rồi , xác nhập Phương Nam khiến 3 năm cổ đông khong dc cổ tích , nợ tăng cao ... ai có tiền thì đi rút đi nhé !!! H khong có tin ai đc hết ak Click for more Posted by 292,855 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Trần Thị Thảo Sương,NEGATIVE,POST,Personal,Management,SACOMBANK
"SACOMBANK có biến nè, ai có gửi tiền bên đó xem lại nha Click for more Posted by 342,071 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Trần Thị Thu Thảo,NEGATIVE,POST,Personal,Management,SACOMBANK
· tham du event sacombank-sbj,1,Trần Thiên Lãm Larren,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
RIP Sacombank và khách hàng Sacombank.,2,Trần Thu Đông,NEUTRAL,POST,Personal,Management,SACOMBANK
"Mổ sẻ bác BÒ ở Sacombank gắt quá Click for more Posted by 38,349 Views Làng Vũ Đai.chipheo · Đang mổ bò ở Sacombank",2,Trần Thuỵ Thuỳ Trang,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Samsung Galaxy S8/S8+ Giảm Đến 4.000.000đ"" Thời gian áp dụng từ 14.7 đến 21.7 Đối tượng khách hàng áp dụng: Khách hàng từng mua Samsung S6, S6 Edge, S7, S7 Edge, Note 4, Note 5 tại FPTShop (*). Khuyến mãi: Khách hàng được giảm ngay 2.000.000đ khi mua S8",3,Trần Tính,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Á đù ! Thành viên cổ đông này phát biểu gấu quá Click for more Posted by 97,470 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Trần Trần,NEGATIVE,POST,Personal,Management,SACOMBANK
"Mn có để ý ông trọc đầu đeo kính trên đầu ngồi trên k? Bác kia đang phát biểu vấn đề bức xúc mà hắn cứ ngồi cười. Ghét vãi. Cụ nào gửi tiền ngân hàng Sacombank thì rút nhanh đi nhé. Kiểm tra lại xem có đủ k, kể cả 1 2 triệu. May mà mình dùng vietcombank, ",2,Tran Trung,NEGATIVE,POST,Personal,Management,SACOMBANK
· Tình hình sacombank sắp phá sản thì phải ai có tiền ngân hàng này chú ý nhé !!!,2,Trần Trung Đức,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Trong mỗi chúng ta nếu hội ngộ đủ 4 chữ ''Tê'' sẽ trở thành người ''Tê''. Trong đó gồm Tiền - Tình - Tầm - Thân. Nhưng phần lớn chúng tar chỉ sơ hữu được 2 đến 3 chữ Tê thôi! Người ""Tê"" nhất cũng được chừng 3,5 chữ... Trong đó, chữ Tê khó chiếm nhất là ",2,Tran Trung Hieu,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"· ""Thiện tai, thiện tai"" Sacombank bổ nhiệm bà Nguyễn Đức Thạch Diễm giữ chức Quyền Tổng giám đốc Trong thời gian chờ đợi Ngân hàng Nhà nước phê duyệt chức danh TGĐ đối với bà Diễm, HĐQT thống nhất giao bà Diễm giữ chức vụ Quyền TGĐ và là người thực hiện ",2,Tran Trung Hieu,NEUTRAL,POST,Personal,H.R,SACOMBANK
"· Sacombank ước lãi 428 tỷ đồng trong 6 tháng đầu năm, tăng 70% so với cùng kỳ Sacombank ước lãi 428 tỷ đồng trong 6 tháng đầu năm, tăng 70% so với cùng kỳ Trong 6 tháng đầu năm, Sacombank cũng đã tự xử lý được 845 tỷ đồng nợ xấu và thu hồi được hơn 1.000",1,Tran Truong Duong,NEUTRAL,POST,Personal,Management,SACOMBANK
· Các chị em ơi nay có ai ck em thì chuyển Sacombank giùm em nhaaa Não cá vàng quá bấm sao khoá TK VCB luôn rồi huhuhu Buồn hơn chó cắn !,4,Tran Tu Mai,NEUTRAL,POST,Personal,No service,SACOMBANK
"Tin nong cho những ai gửi tiền vao ngân hàng Sacombank Click for more Posted by 23,988 Views Tin Nóng 48h · Ngân hàng Sacombak sáp nhập Ngân hàng Phương Nam , Cổ đông hỏi ông trầm bê đâu ? Chủ phiên hợp báo Ông Trầm bê không còn là cổ đông nữa ! Đừng quên",2,Trần Tuấn An,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Cung cấp thẻ visa master , sacombank , BIDV sll tuyển đại lý nhập thẻ visa sll",4,Trần Tuấn Tú,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Ai gửi tiền vào sacombank thì nên xem để biết... Click for more Posted by 1,552 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Trần Tùng,NEGATIVE,POST,Personal,Management,SACOMBANK
"Có tiền mua vàng chắc hơn sacombank đây Click for more Posted by 343,565 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Trần Tường Vi,NEGATIVE,POST,Personal,Management,SACOMBANK
"· ₫8,990,000 Viễn Thông A Hà Nam SỞ HỮU TÁO VÀNG 32GB 2017 VỚI GIÁ ƯU ĐÃI -\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\- Giảm ngay 1.000.000đ khi mua iPhone 6 32GB tại Viễn Thông A Trả góp 0% Banks (AZN-Sacombank-Vietinbank)",3,Trần Văn Bắc,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"· Định ôm 1 chút xíu thẻ Sacombank được chọn đầu số thẻ mà hoang mang quá . Nghe nói trước bị chặn đầu số . Có những đầu thẻ 6200 ,4679, 4364 , 5344 , 4221 Anh chị nào biết đầu thẻ nào của Sacombank ổn tư vấn e xíu với",2,Trần Văn Độ,NEUTRAL,POST,Personal,Account Activity,SACOMBANK
· BINH BIẾN NGÂN HÀNG (Share nguồn fb: Nguyễn Tiến Tường). Anh Minh Himlam chấp chính chức chủ tịch Sacombank. Ghế đó thuộc về anh Hưởng Liên Việt Post Bank dưới sự bảo trợ của một nhân vật cộm cán từng khuynh đảo hệ thống tài chính dưới thời người tử tế.,2,Tran Van Lam,NEUTRAL,POST,Personal,Management,SACOMBANK
"-\-\-\-\-\-\-\-\-\-\- Câu hỏi được vô số các bạn sinh viên đang tự hỏi : ""Có gì hấp dẫn tại Lễ Hội vinh danh sinh viên Phú Yên tiêu biểu sắp tới ?"" - Tại Lễ Hội Sinh Viên 2017 có sự góp mặt của các vị khách quý: + Bà Nguyễn Thị Bình - Nguyên Phó Chủ ",3,Trần Văn Thân,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"Sacombank co biến nặng nhe ba con cô bac. Click for more Posted by 142,307 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Tran Van Vu Hao,NEGATIVE,POST,Personal,Management,SACOMBANK
"Có bạn nào làm sale bên Sacombank k , mình đang có 3 hồ sơ vay ngân hàng bạn nào nhận thì inbox nha Ps: Sài Gòn nha",2,Trần Việt,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
· Còn bao nhiêu đứa chết nữa? Cổ đông sacombank mắng thẳng mặt các lãnh đạo Đọc Báo 24h Người - Chuyên trang tin tức giải trí cập nhật những tin tức showbiz nóng và ... BÀI Giải trí NHIỀU NGƯỜI ĐỌC youtube.com,2,Trần Viết Thiện,NEGATIVE,POST,Personal,Management,SACOMBANK
· Những khoảnh khắc của hội thao Sacombank Khu vực Tây Nam Bộ 2017!!! +15,4,Trần Vinh Dự,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"Trung nhóm bạn chiến hữu mình ai có làn ở Sacombank, Viettinbank không ạ. E cần liên hệ hợp tác 1 số lĩnh vực",2,Trần Vũ An,NEUTRAL,POST,Personal,Customer Care,SACOMBANK
"· Tui mới tạo tài khoản Sacombank, bỏ vào gần 500 triệu đồng ( cụ thể là 230.000đ ) thì Sacombank xảy ra sự cố, lỡ mà nó phá sản thì tui phải làm sao ? Tui có được bồi thường bằng hiện vật ví dụ như đền bù bằng cô nhân viên nào trong đó có đc không ?",2,Trần Vũ Hào,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sóng to , gió lớn . Khổ thân cổ đông con thuyền Sacombank sẽ không bao giờ cập bến , chờ bão lớn đánh chìm thuyền thôi . Click for more Posted by Learn More Watch Again Resume Video Learn More Learn More 133,349 Views Đinh La Thăng · Cổ đông sacombank bức",2,Trần Vũ Hiệp Hòa,NEUTRAL,POST,Personal,Management,SACOMBANK
"Ai có tiền ở sacombank thì nhanh rút đi nhé. Click for more Posted by 125,991 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Trần Vương Luân,NEGATIVE,POST,Personal,Management,SACOMBANK
"Ông Trần B chắc ông của chạy rồi chứ đâu nữa. Tội cho cổ đông , cho dân quá. Click for more Posted by Learn More Watch Again Resume Video Learn More Learn More 77,606 Views Đinh La Thăng · Cổ đông sacombank bức xúc trước những quyết định của ngân hàng",2,Trần Xuân Cử,NEUTRAL,POST,Personal,Management,SACOMBANK
"Không những thế, Mọi người dân cũng nên kiện ngân hàng nhà nước vì đã không cho một số ngân hàng yếu kém phá sản, dùng tiền đóng thuế của dân để cứu các ngân hàng kém giúp nhiều người không mất vốn nhưng đa số là người giàu,  nên bằng cách này đang lấy củ",2,Tran Xuan Hoa,NEGATIVE,POST,Personal,Management,SACOMBANK
· mình có 1 ứng dụng muốn chia sẽ với các bạn kiếm 100k từ momo ứng dụng này an toàn tuyệt đối vì do các ngân hàng chấp nhận uy tính yêu cầu có internet banking vietcombank VPBANK ACB vietinbank bidv sacombank eximbank ai cần biết kiếm 100k thì ib mình nh,3,Trần Xuân NgỌc,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"Căng lắm SACOMBANK! Click for more Posted by 937,211 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Trang Dang,NEGATIVE,POST,Personal,Management,SACOMBANK
"Kakaka ôi chế độ cs là đây , Click for more Posted by 55,286 Views Công An Thành Phố · Ông Trầm Bê đâu, sao không có mặt? Sacombank có chuyện gì chăng ??",2,Trạng Dê Ngọc,NEGATIVE,POST,Personal,Management,SACOMBANK
· Khách cập nhật các stk mới bên e nha SACOM- VIETCOM- BIDV- AGRI,4,Trang Doan,NEUTRAL,POST,Personal,No service,SACOMBANK
"Ko rành lãnh dực ngân hàng, nhưng cũng hiểu đc là chị này nói gì Click for more Posted by 9,060 Views Phan Đông Việt · Đại hội cổ đông thường niên Sacombank ngày 30/6/2017 Sacombank với 60.000 tỷ đồng tiền nợ xấu ! Rồi liệu 1 ngày nào đó tiền của người dâ",2,Trạng Driver,NEGATIVE,POST,Personal,Management,SACOMBANK
"Xưa nghe Ngân Hàng ham lắm giờ đỡ rồi... Click for more Posted by 147,021 Views Có Thể Bạn Chưa Biết ? · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn gì hay chăng ??",2,Trang Ha,NEGATIVE,POST,Personal,Management,SACOMBANK
